stamp_sec,cx,cy,w,h,cx_ref,cy_ref,D0,transformX,transformY,transformZ
1760586424.0,822.5,587.5,139.0,139.0,360.0,480.0,300.0,-1.372,-2.116,-5.087
1760586466.0,27.0,5.090909004211426,14.0,14.0,360.0,480.0,300.0,1.763,1.9299999999999997,-3.7569999999999997
1760586505.0,841.2924194335938,634.09765625,148.0,148.0,360.0,480.0,300.0,-1.22,-1.6389999999999998,-3.5709999999999997
1760586545.0,489.0,398.0,176.0,176.0,360.0,480.0,300.0,-0.11299999999999999,0.03000000000000025,-3.827
1760586584.0,363.5,491.5,149.0,149.0,360.0,480.0,300.0,-0.7069999999999999,0.7750000000000004,-4.677
1760586624.0,550.371337890625,653.6993408203125,126.0,126.0,360.0,480.0,300.0,-1.566,-0.3210000000000002,-4.3469999999999995
1760586664.0,491.5,543.0,143.0,142.0,360.0,480.0,300.0,-1.061,0.0039999999999995595,-4.944
1760586704.0,897.719482421875,413.5,134.0,134.0,360.0,480.0,300.0,-0.24400000000000022,-2.433,-4.723
1760586745.0,186.5,3.125,10.0,10.0,360.0,480.0,300.0,1.96,1.3120000000000003,-4.508
1760586784.0,582.5,640.5,149.0,149.0,360.0,480.0,300.0,-1.592,-0.5390000000000001,-4.672
1760586825.0,173.0,397.5,186.0,187.0,360.0,480.0,300.0,-0.09799999999999986,1.5439999999999996,-3.573
1760586864.0,194.0,93.5,146.0,147.0,360.0,480.0,300.0,1.6989999999999998,1.8150000000000004,-4.781
1760586904.0,128.5,208.5,141.0,141.0,360.0,480.0,300.0,1.0359999999999996,2.2969999999999997,-5.031
1760586943.0,874.4723510742188,338.3960876464844,146.0,146.0,360.0,480.0,300.0,0.18299999999999983,-1.826,-3.641
1760586983.0,649.0,170.0,188.0,188.0,360.0,480.0,300.0,0.9830000000000001,-0.7229999999999999,-3.573
1760587023.0,625.0,317.0,166.0,166.0,360.0,480.0,300.0,0.31300000000000017,-0.702,-4.129
1760587063.0,151.0,74.5,152.0,149.0,360.0,480.0,300.0,1.7640000000000002,2.008,-4.601
1760587103.0,841.0,631.5,162.0,161.0,360.0,480.0,300.0,-1.414,-1.915,-4.241
1760587142.0,120.5,558.0,155.0,154.0,360.0,480.0,300.0,-1.063,2.152,-4.516
1760587183.0,501.0,273.5,140.0,141.0,360.0,480.0,300.0,0.629,-0.05500000000000016,-5.011
1760587225.0,898.83349609375,71.63084411621094,118.0,118.0,360.0,480.0,300.0,1.7489999999999997,-2.487,-4.77
1760587263.0,638.0,217.0,142.0,142.0,360.0,480.0,300.0,0.9740000000000002,-0.9119999999999999,-4.966
1760587305.0,930.0,643.5,60.0,153.0,360.0,480.0,300.0,1.9939999999999998,-1.9289999999999998,-4.82
1760587345.0,561.5,604.5,153.0,153.0,360.0,480.0,300.0,-1.339,-0.3969999999999998,-4.538
1760587384.0,536.0,103.5,168.0,169.0,360.0,480.0,300.0,1.4349999999999996,-0.21899999999999986,-4.066
1760587421.0,930.0,644.5,60.0,151.0,360.0,480.0,300.0,1.7530000000000001,-1.9569999999999999,-3.629
1760587462.0,518.0,584.0,164.0,164.0,360.0,480.0,300.0,-1.133,-0.133,-4.195
1760587501.0,929.5,644.0,61.0,152.0,360.0,480.0,300.0,1.931,-0.040999999999999925,-4.329
1760587543.0,517.5,4.6000001430511475,12.0,12.000000476837158,360.0,480.0,300.0,1.8250000000000002,-0.504,-4.406
1760587586.0,931.0,645.0,58.0,150.0,360.0,480.0,300.0,1.8579999999999997,-0.548,-4.133
1760587627.0,829.5,653.1690673828125,148.0,148.0,360.0,480.0,300.0,-1.575,-1.911,-4.295
1760587670.0,883.0,331.0,146.0,146.0,360.0,480.0,300.0,0.2559999999999998,-2.372,-4.793
1760587712.0,929.5,643.0,61.0,154.0,360.0,480.0,300.0,1.939,2.1740000000000004,-3.915
1760587752.0,154.5,626.0,149.0,150.0,360.0,480.0,300.0,-1.502,2.011,-4.686
1760587792.0,841.5,289.0,141.0,142.0,360.0,480.0,300.0,0.5270000000000001,-2.197,-4.967
1760587832.0,849.8333740234375,386.4999694824219,246.0,246.0,360.0,480.0,300.0,-0.8039999999999998,-2.191,-3.517
1760587873.0,870.5,3.5,10.0,10.0,360.0,480.0,300.0,1.62,-2.497,-4.574
1760587910.0,858.0,635.0,158.0,158.0,360.0,480.0,300.0,-1.474,-2.0620000000000003,-4.398
1760587948.0,424.0,562.5,170.0,171.0,360.0,480.0,300.0,-0.9780000000000002,0.3689999999999998,-4.003
1760587990.0,680.0,343.5,184.0,183.0,360.0,480.0,300.0,0.16100000000000003,-0.895,-3.6799999999999997
1760588029.0,283.0,309.5,170.0,169.0,360.0,480.0,300.0,0.34799999999999986,1.112,-4.043
1760588067.0,174.0,94.5,150.0,151.0,360.0,480.0,300.0,1.6470000000000002,1.883,-4.641
1760588104.0,857.5,3.5,12.0,12.0,360.0,480.0,300.0,1.2380000000000004,-2.104,-3.707
1760588144.0,280.5,441.0,163.0,164.0,360.0,480.0,300.0,-0.3620000000000001,1.1630000000000003,-4.214
1760588184.0,314.0,108.0,138.0,138.0,360.0,480.0,300.0,1.6989999999999998,1.1420000000000003,-5.122
1760588226.0,588.5,92.5,149.0,149.0,360.0,480.0,300.0,1.678,-0.5720000000000001,-4.687
1760588263.0,169.0,204.5,134.0,135.0,360.0,480.0,300.0,1.112,2.138,-5.276
1760588301.0,733.5,448.5,147.0,147.0,360.0,480.0,300.0,-0.45599999999999996,-1.456,-4.7780000000000005
